GTIN,DESCRIPTION,DEPARTMENT,COMMODITY,ITEM_SUBMISSION_DATE
00855206005607,Pop Daddy Pretzels Hot Sauce 3 oz,Pantry,Snacks,2024-01-03 06:12:00.000
00041260021572,KRO G APPLE 2N1 DNDRF SHMP,Personal Care,Hair Care,2024-01-04 10:43:00.000
00810079170890,Morgan Taylor Naturals - Sunkissed Sweetie,Beauty,Makeup,2023-12-14 13:45:00.000
00051000289483,"Prego Creamy Basil Pesto Sauce, 14.5 oz Jar",Pantry,Pasta & Pasta Sauces,2023-12-28 22:31:00.000
00659657558244,Art work by Bolton Art Work,Home Décor,Wall Décor,2024-01-11 19:16:00.000
00888777093988,HH 22in Felt Santa Countdown Calendar,Floral,Seasonal,2023-12-26 21:04:00.000
00888777093988,HH 22in Felt Santa Countdown Calendar,Floral,Christmas,2023-12-26 21:04:00.000
00676280054738,HEMPZ MINI VANILLA LUX HERBAL BODY MOISTURIZER,Personal Care,Body Moisturizers,2023-12-29 08:33:00.000
00030772107256,Mr. Clean BASE Liquid Cleaning Products Not Applicable Meadows & Rain,Cleaning and Household,Cleaning Supplies,2023-12-06 16:11:00.000
00850011939208,KRAVY PITA CHIPS FALAFEL BITES,Pantry,Snacks,2024-01-18 11:42:00.000
00813568000319,PEREG PARSLEY,Pantry,Spices & Seasonings,2023-12-20 15:45:00.000
03616304842559,CG SA LIQFND 30ML TAN 60 IV,Beauty,Makeup,2024-01-08 11:01:00.000
00655772022561,Toastmaster Waffle Maker 2-Slice,Kitchen & Dining,Kitchen Appliances,2023-12-29 10:18:00.000
00009800860067,Nutella Peanut 26.5oz 6ct Open Stock,Pantry,"Spreads, Jelly & Honey",2023-12-11 13:42:00.000
00070462011890,SOUR PATCH/SWEDISH FISH RED HALLOWEEN SOFT CANDY 3.07 LB,Candy,Seasonal,2024-01-09 14:46:00.000
05010724526699,BATISTE DRY SHAMPOO TROPICAL,Beauty,Hair Care,2024-01-03 09:29:00.000
00043194602704,20-PK BOBBY PINS,Beauty,Hair Care,2023-12-04 10:17:00.000
00016000200388,Nature Valley Savory Nut Crunch White Cheddar 5 Count,Pantry,Snacks,2024-01-23 17:46:00.000
00027800076554,Keebler Chips Deluxe Fudgy w/ Chocolate chips & Fudgy chunks 9.6oz,Pantry,Cookies,2023-12-12 09:28:00.000
00027800076554,Keebler Chips Deluxe Fudgy w/ Chocolate chips & Fudgy chunks 9.6oz,Pantry,Cookies,2023-12-12 09:28:00.000
00028400712965,Jack Link's Beef Jerky Flamin' Hot Flavored 2.65 Oz,Pantry,Snacks,2023-12-01 04:53:00.000
00042000875905,"QUILTED NORTHERN ULTRA PLUSH® TOILET PAPER, 6 MEGA ROLLS",Cleaning and Household,Paper Products,2023-12-15 10:21:00.000
00010700557094,JOLLY RANCHER GUMMIS ASSORTED BERRY PEG,Candy,Gummy & Chewy,2024-01-19 10:48:00.000
00010700557094,JOLLY RANCHER GUMMIS ASSORTED BERRY PEG,Candy,Gummy & Chewy,2024-01-19 10:48:00.000
00096287180108,5X7 BLUE GOLD VELVET,Home Décor,Picture frames and albums,2024-01-10 16:47:00.000
00850021373429,Cirkul FitSip Mixed Berry Flavor Cartridge 1-pack,Beverages,Water,2024-01-17 13:16:00.000
00850021373429,Cirkul FitSip Mixed Berry Flavor Cartridge 1-pack,Beverages," Sparkling Water & Seltzer Water",2024-01-17 13:16:00.000
00850021373429,Cirkul FitSip Mixed Berry Flavor Cartridge 1-pack,Beverages,Drink Mixes & Beverage Enhancers,2024-01-17 13:16:00.000
00850021373467,Cirkul GoSip Black Cherry Flavor Cartridge 1-pack,Beverages,Water,2024-01-17 13:16:00.000
00850021373467,Cirkul GoSip Black Cherry Flavor Cartridge 1-pack,Beverages," Sparkling Water & Seltzer Water",2024-01-17 13:16:00.000
00850021373467,Cirkul GoSip Black Cherry Flavor Cartridge 1-pack,Beverages,Drink Mixes & Beverage Enhancers,2024-01-17 13:16:00.000
00016571957940,"Sparkling Ice Kiwi Strawberry, with Antioxidants and Vitamins, Zero Sugar, 1L Bottle",Beverages,Water,2023-12-11 08:32:00.000
00016571957940,"Sparkling Ice Kiwi Strawberry, with Antioxidants and Vitamins, Zero Sugar, 1L Bottle",Beverages," Sparkling Water & Seltzer Water",2023-12-11 08:32:00.000
00810021200255,Dr Teal's Hemp Seed Oil Pure Epsom Salt Bath Soak - 3lb,Personal Care,Bath & Body,2024-01-19 13:54:00.000
00034000938902,"KIT KAT SNACK SIZE ASSORTMENT PARTY PACK STAND UP BAG (WHITE, MILK CHOCOLATE AND DARK CHOCOLATE)",Candy,Chocolate,2024-01-09 08:58:00.000
00014100052104,"Goldfish Disney Princess Cheddar Crackers, Snack Crackers, 6.6 oz bag",Pantry,Snacks,2024-01-09 16:16:00.000
00067312040582,Voortman Bakery Raspberry Lemonade Wafers 10.6 oz,Pantry,Cookies,2024-01-03 13:43:00.000
00785357024373,PEETS MAJOR DICKASON'S KCUP 4/32CT,Beverages,Coffee,2024-01-10 14:21:00.000
00051000281470,"V8 Carrot Ginger 100% Vegetable Juice, 46 fl oz Bottle",Beverages,Juice,2024-01-16 12:28:00.000
03616302909469,SH HAN COL N/P TBC IMPENETRA-BLUE 700 IV,Beauty,Makeup,2024-01-03 16:57:00.000
00037000954415,"Always Radiant Feminine Pads for Women, Size 4 Overnight, with wings, scented, 28ct",Personal Care,Feminine Care,2024-01-11 11:05:00.000
00073010716636,Tampax PEARL Tampons Regular/Normal,Personal Care,Feminine Care,2024-01-18 13:02:00.000
00687735305312,Pacifica Pore Warrior Everyday Lotion 1.7 Fl Oz,Personal Care,Face Care,2024-01-09 17:24:00.000
00687735305312,Pacifica Pore Warrior Everyday Lotion 1.7 Fl Oz,Beauty,Face Care,2024-01-09 17:24:00.000
00041226958621,HD 19oz Spun Sugar Plum,Home Décor,Candles & Home Fragrances,2023-12-08 10:51:00.000
00041226958621,HD 19oz Spun Sugar Plum,Cleaning and Household,Air Fresheners,2023-12-08 10:51:00.000
00071691538806,OS 4.0C/946ML TKA RECT 3PK HDAY22-R,Kitchen & Dining,Kitchen Storage & Organization,2023-12-19 16:29:00.000
00076308149109,"Scotch™ Round Felt Pads, Multi Pack, Brown, 78/Pack",Home Décor,Vacuums & Floor Care,2024-01-19 09:01:00.000
00034000432639,FH REESES MILK CHOCOLATE PEANUT BUTTER CUP MINIATURES LAYDOWN BAG,Candy,Seasonal,2024-01-11 16:46:00.000
00860003604014,Creamalicious Slap Yo' Momma Banana Pudding Artisan Ice Cream,Frozen Foods,Ice Cream,2023-12-07 12:55:00.000
00638037599145,Salad Mate P Cole Slaw,Pantry,Condiments & Salad Dressings,2023-12-22 16:10:00.000
00638037599145,Salad Mate P Cole Slaw,Pantry,Condiments & Salad Dressings,2023-12-22 16:10:00.000
00638037599145,Salad Mate P Cole Slaw,Pantry,International,2023-12-22 16:10:00.000
00851817007818,Dr. Squatch Fresh Falls Shampoo 8z,Beauty,Hair Care,2024-01-18 08:23:00.000
00851817007818,Dr. Squatch Fresh Falls Shampoo 8z,Personal Care,Hair Care,2024-01-18 08:23:00.000
00851817007849,Dr. Squatch Pine Tar Shampoo 8z,Personal Care,Hair Care,2024-01-18 08:12:00.000
00851817007849,Dr. Squatch Pine Tar Shampoo 8z,Beauty,Hair Care,2024-01-18 08:12:00.000
00857338004077,All Purpose Cleaner Starter Kit,Cleaning and Household,Cleaning Supplies,2024-01-19 10:20:00.000
00754177614057,Klass Pineapple Tang. SS 0.07oz 12 OS,Beverages,Drink Mixes & Beverage Enhancers,2024-01-23 17:23:00.000
00028400700122,SunChips Minis Whole Grain Snacks Harvest Cheddar Flavored 3 3/4 Oz,Pantry,Snacks,2024-01-19 18:01:00.000
00637480001489,Atkins Protein Chips 8pk-1.1oz Chipotle BBQ,Pantry,Snacks,2023-12-12 07:55:00.000
00028400713092,Smartfood Popcorn Simply Sea Salt 1 5/8 Oz,Pantry,Snacks,2023-12-05 15:03:00.000
00012044053812,"Old Spice Aluminum Free Dry Spray, Fiji, 4.3oz",Personal Care,Deodorants/Antiperspirant,2024-01-22 08:15:00.000
00687735306012,Pacifica Purple Nudes Eyeshadow Palette,Beauty,Makeup,2024-01-11 17:30:00.000
00609332829985,ELF BROW LIFT,Beauty,Makeup,2024-01-16 14:22:00.000
00849980083807,TCS HELLO KITTY MACARON LIP BALM  SWEET SPRINKLES  VITAMIN E + SHEA BUTTER,Personal Care,Lip Care,2023-12-03 13:10:00.000
00096287180146,5X7 GRAY SILVER VELVET,Home Décor,Picture frames and albums,2024-01-10 16:45:00.000
00014200202447,BP INSIDE OUTS 7OZ PEG,Candy,Gum & Mints,2024-01-22 14:31:00.000
00192833251855,JAR-YCS PLR MED RD APPLE W,Cleaning and Household,Air Fresheners,2023-12-08 09:45:00.000
00192833251855,JAR-YCS PLR MED RD APPLE W,Cleaning and Household,Air Fresheners,2023-12-08 09:45:00.000
00070462011388,SWEDISH FISH BLUE RASPBERRY LEMONADE SOFT CANDY 8.04 OZ,Candy,Gummy & Chewy,2024-01-18 09:34:00.000
00813568000272,PEREG DILL,Pantry,Spices & Seasonings,2023-12-20 15:33:00.000
00810118270130,TRINK DRINK ORANGE,Beverages,Juice,2024-01-18 14:34:00.000
00827854005902,"Tom's of Maine Natural Long Lasting Deodorant, Unscented, 3.25oz",Personal Care,Deodorants/Antiperspirant,2023-12-18 15:16:00.000
00827854005902,"Tom's of Maine Natural Long Lasting Deodorant, Unscented, 3.25oz",Personal Care,Deodorants/Antiperspirant,2023-12-18 15:16:00.000
00810062684564,Freeze Dried Crunchy Bears,Candy,Hard Candy & Lollipops,2024-01-10 14:56:00.000
09331880013134,MCoBeauty Perfect Tweezers Professional 4 Pack Set,Beauty,Makeup,2024-01-14 22:01:00.000
04064665113853,OPI IS Big Sagittarius Energy,Beauty,Makeup,2024-01-16 09:19:00.000
00195426071519,2Pc Blush Bow,Personal Care,Hair Care,2023-12-08 08:53:00.000
00810066498396,Md Half Planter,Home Décor,Decorative Accents,2023-12-14 16:36:00.000
00046677586881,14A19/DipS/5CCT/FR/P/E26/DIM/T20 2/2PF,Cleaning and Household,Light Bulbs,2024-01-04 06:03:00.000
00775139811550,6IN SALIX,Floral,Potted Plants,2023-12-13 12:59:00.000
00076001528096,CL CM 10oz 3 wick acet lid Cashmere Snowflake,Home Décor,Candles & Home Fragrances,2023-12-11 17:44:00.000
00727128794047,"5"" Campanula",Floral,Potted Plants,2024-01-05 15:22:00.000
00727128794047,"5"" Campanula",Floral,Potted Plants,2024-01-05 15:22:00.000
00850758003378,Annie's Fruit Friends Organic Apple Strawberry Fruit Sauce 10-pack,Pantry,Snacks,2023-12-06 09:05:00.000
00850758003378,Annie's Fruit Friends Organic Apple Strawberry Fruit Sauce 10-pack,Pantry,Snacks,2023-12-06 09:05:00.000
00840222309525,Moira Hologlam  Glitter Gel (Halo Halo),Beauty,Makeup,2023-12-12 09:09:00.000
05016155268542,COLAB DRY SHP ORIGINAL 4.1 OZ,Personal Care,Hair Care,2023-12-21 10:37:00.000
00195426073629,Gold Claw Clip,Personal Care,Hair Care,2024-01-10 13:13:00.000
00195426073629,Gold Claw Clip,Beauty,Hair Care,2024-01-10 13:13:00.000
00607772293724,DP PURPLE-4G GLIT,Pantry,Baking & Cooking,2024-01-12 07:53:00.000
00810079170852,Morgan Taylor Naturals - It'S The Essence,Beauty,Makeup,2023-12-14 13:43:00.000
00676280054721,HEMPZ TEA TREE HERBAL BODY MOISTURIZER,Personal Care,Body Moisturizers,2023-12-29 08:33:00.000
00850011939062,KRAVY PITA CHIPS TOASTY BITES,Pantry,Snacks,2024-01-18 11:43:00.000
00010700859129,JOLLY RANCHER SOUR LEMON STAND GUMMIES MIXED FRUIT PEG BAG,Candy,Gummy & Chewy,2024-01-19 10:48:00.000
00010700859129,JOLLY RANCHER SOUR LEMON STAND GUMMIES MIXED FRUIT PEG BAG,Candy,Gummy & Chewy,2024-01-19 10:48:00.000
00785357025554,PEETS HOUSE BLEND WBN 6/10.5OZ,Beverages,Coffee,2024-01-10 14:19:00.000
00841058003656,Edge Cedarwood & Shea Butter 7oz 6/cs,Personal Care,Shaving & Hair Removal,2023-12-12 11:45:00.000
00011111002616,Dove Soap Bar Original 45 OZ,Personal Care,Bath & Body,2024-01-22 16:02:00.000
00011111002616,Dove Soap Bar Original 45 OZ,Beauty,Bath & Body,2024-01-22 16:02:00.000
00016000189966,Betty Crocker Avengers Fruit Snacks 22 Count,Pantry,Snacks,2024-01-15 06:14:00.000
10815099021907,"Late July Snacks, Organic Classic Crackers, 6 Oz Box",Pantry,Snacks,2024-01-19 06:38:00.000
00180362000624,Southwest Latin Heat Seasoning,Pantry,Spices & Seasonings,2024-01-03 08:35:00.000
00637480000246,Atkins Protein Chips 1.1oz (32g) Ranch,Pantry,Snacks,2023-12-28 08:42:00.000
00851669008896,The Honey Pot Organic BPA Free Regular Tampons,Personal Care,Feminine Care,2023-12-21 12:14:00.000
00851669008896,The Honey Pot Organic BPA Free Regular Tampons,Personal Care,Feminine Care,2023-12-21 12:14:00.000
00030772022658,"Always Thin No Feel Protection Daily Liners Regular Absorbency Scented, 72 Count",Personal Care,Feminine Care,2024-01-05 11:46:00.000
00040000580102,M&M'S MILK CHOCOLATE STAND UP POUCH 18 OUNCES,Candy,Chocolate,2024-01-10 10:34:00.000
00040000580102,M&M'S MILK CHOCOLATE STAND UP POUCH 18 OUNCES,Candy,Chocolate,2024-01-10 10:34:00.000
00097339010015,Valentina Seasoning,Pantry,International,2024-01-05 17:18:00.000
00888109115791,"HOSTESS Chocolate Cupcakes, Chocolate Snack Cakes, Family Pack - 14 count / 22.22 oz",Pantry,Snacks,2024-01-18 10:40:00.000
00851562008658,3.17oz SkinnyDipped Dark Chocolate Peanut Butter Cups,Candy,Healthier Options,2024-01-18 15:05:00.000
00851562008658,3.17oz SkinnyDipped Dark Chocolate Peanut Butter Cups,Candy,Healthier Options,2024-01-18 15:05:00.000
00053100887705,PARODONTAX REPAIR & PROTECT WHITENING TOOTHPASTE 3.4oz,Personal Care,Oral Care,2024-01-22 07:46:00.000
00080878195336,"Pantene Conditioner, Hydrates Dry damaged Hair, Daily Moisture Renewal, Safe for Color Treated Hair, Paraben Free, for women and men, 25.1 oz",Beauty,Hair Care,2023-12-18 11:42:00.000
00080878195336,"Pantene Conditioner, Hydrates Dry damaged Hair, Daily Moisture Renewal, Safe for Color Treated Hair, Paraben Free, for women and men, 25.1 oz",Personal Care,Hair Care,2023-12-18 11:42:00.000
00072940755968,"Tuttorosso San Marzano Whole Peeled Pear Tomatoes with Basil, 28oz Can",Pantry,Canned Foods,2023-12-12 07:41:00.000
03616302970858,CG BALM L/CARE TBC 300 LIFE IS PINK IV,Beauty,Makeup,2023-12-14 14:42:00.000
00080878195251,"Pantene Shampoo, Cleanse and Nourish for Dry Damaged Hair, Daily Moisture Renewal, Safe for Color Treated Hair, Paraben Free, for Women and Men, 27.7 oz",Personal Care,Hair Care,2023-12-18 11:40:00.000
00080878195251,"Pantene Shampoo, Cleanse and Nourish for Dry Damaged Hair, Daily Moisture Renewal, Safe for Color Treated Hair, Paraben Free, for Women and Men, 27.7 oz",Beauty,Hair Care,2023-12-18 11:40:00.000
00028400681988,'Doritos Dinamita Rolled Tortilla Chips Flamin' Hot Queso Flavored 10 3/4 Oz,Pantry,Snacks,2023-12-07 08:10:00.000
00070404008186,"Organic Smooth Extra Virgin Olive Oil, 16 oz Bottle",Pantry,Baking & Cooking,2023-12-27 15:00:00.000
00850451008021,Jasmine Rice,Pantry,"Grains, Beans & Rice",2023-12-05 15:30:00.000
10603741001410,ZETA EXTRA VIRGIN OLIVE OIL PLAIN,Pantry,Baking & Cooking,2024-01-12 09:12:00.000
00016000181465,Betty Crocker Disney Princess Fruit Snacks 10 Count,Pantry,Snacks,2024-01-08 22:11:00.000
00785357024878,PEETS ALAMEDA MORNING BLEND ORGANIC DRP 6/10.5OZ,Beverages,Coffee,2024-01-10 14:20:00.000
00041420171000,Brach's Halloween Autumn Mix 40 Ounce SUB,Candy,Seasonal,2024-01-08 12:08:00.000
00732913449828,Seventh Generation Hand Dish Wash Lavender & Mint 19 FO,Cleaning and Household,Dishwashing Needs,2023-12-14 09:31:00.000
00037000990956,"Always Ultra Thin Overnight Pads with Wings, Size 4, Overnight, 36 count",Personal Care,Feminine Care,2024-01-09 08:44:00.000
00036000535327,U BY KOTEX SUPRPREM MULTI ABS TAMPON CLICK COMPACT 30,Personal Care,Feminine Care,2023-12-01 15:23:00.000
10036000514855,U BY KOTEX SUPRPREM ULTRATHN HVYWNG PAD TEEN 28,Personal Care,Feminine Care,2024-01-19 12:15:00.000
00041554588699,"Maybelline Tattoo Studio Up to 36HR Sharpenable Brow Pencil Makeup, Blonde, 0.03 oz",Beauty,Makeup,2024-01-05 13:39:00.000
03616301259091,CG SA PRPOWD 11 G/39 OZ CLASSIC IVORY IV,Beauty,Makeup,2024-01-08 11:01:00.000
00028800162056,Hanover Black Beans 15.5 oz,Pantry,Canned Foods,2024-01-12 12:24:00.000
00037000744511,"Cascade Platinum ActionPacs Dishwasher Detergent Pods, Lemon, 62 Count",Cleaning and Household,Dishwashing Needs,2024-01-08 11:16:00.000
00011110825261,Kroger Kosher Salt 3 lb Box,Pantry,Spices & Seasonings,2024-01-08 13:02:00.000
10815296020918,"KRAVE Gourmet Beef Cuts Garlic Chili Pepper Pouch, 2.7 oz., 8 ct.",Pantry,Snacks,2023-12-18 12:32:00.000
10858102004108,MATEO'S GOURMET HATCH CHILE SA,Pantry,Snacks,2024-01-18 08:07:00.000
10851562008419,3.5oz Salted Caramel SkinnyDipped Cashew,Candy,Bulk,2023-12-28 09:55:00.000
10851562008419,3.5oz Salted Caramel SkinnyDipped Cashew,Candy,Bulk,2023-12-28 09:55:00.000
00016000161092,Betty Crocker No Bake Bites Chocolate Brownie Cookie Dough,Pantry,Baking & Cooking,2024-01-15 06:12:00.000
00016000161092,Betty Crocker No Bake Bites Chocolate Brownie Cookie Dough,Pantry,Baking & Cooking,2024-01-15 06:12:00.000
00041376106569,Krabby Patty Prize,Candy,Gummy & Chewy,2024-01-19 14:48:00.000
00096287164115,4X6 BLUE RIDGE LINEAR,Home Décor,Picture frames and albums,2024-01-10 16:23:00.000
00873603004443,RADICCHIO RISOTTO MIX,Pantry,International,2023-12-11 12:38:00.000
00873603004443,RADICCHIO RISOTTO MIX,Pantry,"Grains, Beans & Rice",2023-12-11 12:38:00.000
00647658052496,FOUNDRY 17OZ WATERCRESS & MINT,Home Décor,Candles & Home Fragrances,2023-12-08 15:07:00.000
00647658052496,FOUNDRY 17OZ WATERCRESS & MINT,Cleaning and Household,Air Fresheners,2023-12-08 15:07:00.000
00001801164199,VASE BURNING LOVE,Floral,Floral Arrangements,2023-12-12 15:14:00.000
00639123909008,JFE Garlic Croissant croustons,Pantry,Condiments & Salad Dressings,2023-12-12 17:00:00.000
00076001528010,CL CM 18oz w/glass lid Tinsel Town,Home Décor,Candles & Home Fragrances,2023-12-11 17:56:00.000
00011509061348,Vagisil Itch Protect+ Wash 12 fl. oz.,Personal Care,Feminine Care,2023-12-26 08:18:00.000
00727128794061,"5"" Kalanchoe",Floral,Potted Plants,2024-01-05 15:28:00.000
00727128794061,"5"" Kalanchoe",Floral,Potted Plants,2024-01-05 15:28:00.000
00727128794061,"5"" Kalanchoe",Floral,Potted Plants,2024-01-05 15:28:00.000
00725045043446,2in Anthurium in Quicup,Floral,Potted Plants,2024-01-05 15:16:00.000
00725045043446,2in Anthurium in Quicup,Floral,Potted Plants,2024-01-05 15:16:00.000
05900073020118,Przysnacki Chips with Sea Salt (Kettle) 10/125g,Pantry,International,2023-12-13 16:15:00.000
00607772293717,DP DEEP BLUE-4G GLIT,Pantry,Baking & Cooking,2024-01-11 13:51:00.000
00055604074070,JASMINE SQUEEGEE - BLACK,Beauty,Bath & Body,2023-12-14 13:04:00.000
00879114001810,Lehi Valley - Private Label; Chamoy Gummi Bears; Sweets,Pantry,Snacks,2024-01-11 15:45:00.000
00810079170920,Morgan Taylor Naturals - Radiant In Red,Beauty,Makeup,2023-12-14 13:42:00.000
00034000953141,"H ASSORTMENT: REESE PEANUT BUTTER CUPS, REESE, REESE'S PIECES",Candy,Bulk,2024-01-09 10:32:00.000
00034000953141,"H ASSORTMENT: REESE PEANUT BUTTER CUPS, REESE, REESE'S PIECES",Candy,Seasonal,2024-01-09 10:32:00.000
00852480007907,"CELSIUS ESSENTIALS, Sparkling Mango Tango, Performance Energy Drink 16 Fl Oz Single Can",Beverages,Energy Drinks,2023-12-18 09:05:00.000
08594001021925,MATTONI Premium Mineral Water Magnesia Red Grapefruit 1.5L,Pantry,International,2024-01-21 19:52:00.000
00040000598503,MIXED CHOCOLATE SUGAR VARIETY BAG 21.82 OUNCES PER BAG,Candy,Seasonal,2024-01-06 12:22:00.000
00048552689991,"Smart Planet Set of 4 11"" Pink Bamboo Fiber Plates",Kitchen & Dining,Tableware,2024-01-12 11:58:00.000
04064665113860,OPI IS Kiss My Aries,Beauty,Makeup,2024-01-16 09:19:00.000
00030772112496,"Crest Pro-Health Advanced Gum Restore Deep Clean Toothpaste 4.8 oz -Anticavity, Antibacterial Flouride Toothpaste, Clinically Proven, Gum and Enamel Protection",Personal Care,Oral Care,2024-01-10 11:40:00.000
00041554087550,"Maybelline The Falsies Surreal Extensions Washable Mascara, Meta Black, 0.33 fl oz",Beauty,Makeup,2023-12-28 13:58:00.000
00044000077136,NABISCO NILLA WAFER FAMILY SIZE COOKIES 15 OZ,Pantry,Cookies,2023-12-19 12:34:00.000
00044000077136,NABISCO NILLA WAFER FAMILY SIZE COOKIES 15 OZ,Pantry,Cookies,2023-12-19 12:34:00.000
00800897249298,"NYX Professional Makeup Concealers PRO FIX STICK WALNUT, 0.05 oz",Beauty,Makeup,2024-01-17 14:53:00.000
00052000055030,"Gatorade Zero Sugar Thirst Quencher, Apple Burst, 12 Fl Oz, 12 Count",Beverages,Sports Drinks,2023-12-18 10:50:00.000
00810095594625,Birchwood Breeze Deodorant,Personal Care,Deodorants/Antiperspirant,2024-01-23 13:49:00.000
00030772066386,"Head & Shoulders BARE Soothing Hydration Dandruff Shampoo, Anti-Dandruff Treatment, 13.5 FL OZ",Beauty,Hair Care,2024-01-04 13:33:00.000
00030772066386,"Head & Shoulders BARE Soothing Hydration Dandruff Shampoo, Anti-Dandruff Treatment, 13.5 FL OZ",Personal Care,Hair Care,2024-01-04 13:33:00.000
00609332847057,elf HalG BW CNT LM,Beauty,Makeup,2024-01-11 08:21:00.000
00609332847040,elf HalG BW CNT FL,Beauty,Makeup,2024-01-18 16:39:00.000
00071249684191,"L'Oreal Paris Colour Riche Satin Lipstick for Moisturized Lips, Worth It Medium, 0.13 oz",Beauty,Makeup,2024-01-11 15:23:00.000
00014100054160,"Goldfish Crisps Sour Cream & Onion Baked Chip Crackers, 6.25 Oz Bag",Pantry,Snacks,2024-01-22 11:35:00.000
10041000072373,Lipton Tea PURPLE ACAI with Blueberry 6 20 CT,Beverages,Tea & Kombucha,2024-01-04 22:31:00.000
00044000063931,NABISCO CHIPS AHOY! REESE'S PIECES COOKIES 9.5 OZ,Pantry,Cookies,2023-12-27 06:12:00.000
00073563067216,HALLOWEEN DAY OF THE DEAD TINS W/SMARTIES EACH,Candy,Seasonal,2024-01-02 09:31:00.000
00812154030082,Citrus & Herbal Musk Native Deodorant (2.65oz),Personal Care,Deodorants/Antiperspirant,2023-12-04 11:15:00.000
